144	(14, 25548)
144	(1, 29594)
2762	(1, 15765)
3396	(3, 5237)
3396	(1, 42546)
2762	(3, 4183)
2762	(2, 13593)
3396	(1, 15799)
3396	(1, 25103)
144	(1, 47926)
3396	(2, 16250)
2762	(1, 19009)
3396	(1, 18921)
3396	(1, 27571)
2762	(1, 13968)
144	(1, 44377)
3396	(1, 25950)
2762	(3, 5665)
144	(2, 14733)
2762	(2, 13387)
3396	(3, 4091)
2762	(2, 17532)
3396	(1, 13051)
2762	(3, 4702)
3396	(3, 5937)
144	(1, 13419)
3396	(1, 25557)
3396	(1, 29963)
2762	(2, 13918)
3396	(1, 27124)
144	(0, 37397)
3396	(1, 48143)
2762	(3, 5838)
2762	(1, 34559)
3396	(1, 6779)
2762	(1, 55390)
144	(1, 16687)
3396	(3, 5457)
3396	(1, 41563)
144	(1, 6471)
3396	(3, 4534)
2762	(3, 5714)
3396	(1, 27959)
3396	(1, 18876)
3396	(1, 17518)
3396	(1, 14280)
2762	(5, 48730)
144	(17, 25039)
2762	(3, 4374)
3396	(1, 47569)
2762	(5, 49112)
3396	(1, 44399)
3396	(1, 40416)
144	(1, 34931)
3396	(3, 5540)
3396	(1, 20411)
2762	(18, 35378)
2762	(1, 13953)
3396	(0, 30380)
144	(1, 25548)
2762	(2, 15720)
2762	(5, 48668)
2762	(1, 7260)
3396	(0, 19263)
3396	(2, 16247)
3396	(2, 17935)
144	(2, 13522)
2762	(5, 48768)
3396	(1, 36742)
3396	(5, 48786)
2762	(1, 17605)
3396	(1, 9362)
3396	(1, 53994)
2762	(1, 8601)
3396	(1, 14732)
3396	(1, 51276)
2762	(1, 15957)
3396	(2, 16458)
3396	(1, 32810)
3396	(1, 38255)
3396	(2, 13043)
2762	(0, 27813)
2762	(1, 7250)
3396	(1, 21951)
144	(1, 13936)
2762	(1, 52890)
3396	(1, 38618)
2762	(12, 48341)
3396	(1, 22354)
144	(2, 13918)
2762	(1, 17771)
3396	(1, 15437)
2762	(2, 14977)
144	(2, 15372)
3396	(1, 33326)
3396	(3, 56337)
3396	(2, 16647)
2762	(3, 5812)
144	(1, 29889)
3396	(1, 45145)
3396	(1, 37314)
3396	(19, 18876)
2762	(2, 13966)
2762	(2, 17858)
3396	(1, 51274)
2762	(2, 17511)
3396	(20, 29963)
144	(1, 14622)
3396	(2, 17869)
3396	(1, 22558)
3396	(1, 50292)
3396	(3, 56335)
2762	(2, 16996)
2762	(3, 4091)
3396	(1, 13860)
2762	(3, 5937)
2762	(1, 26896)
3396	(1, 9520)
144	(3, 56308)
144	(10, 45530)
3396	(8, 40678)
144	(5, 49704)
2762	(1, 28871)
144	(2, 13980)
2762	(1, 36886)
2762	(1, 41563)
144	(3, 55879)
2762	(1, 7241)
144	(1, 13526)
3396	(2, 13945)
2762	(3, 4534)
2762	(4, 25670)
3396	(3, 5840)
3396	(3, 5072)
2762	(4, 32639)
3396	(21, 56315)
2762	(1, 8513)
2762	(8, 30478)
144	(1, 22319)
3396	(1, 27271)
3396	(1, 25534)
3396	(1, 16291)
144	(3, 5944)
2762	(2, 14018)
2762	(5, 49832)
3396	(3, 3999)
2762	(16, 51017)
144	(1, 52490)
2762	(1, 38726)
144	(1, 17154)
2762	(5, 48912)
144	(18, 22821)
2762	(3, 4386)
3396	(2, 13936)
2762	(1, 17801)
3396	(2, 16940)
3396	(3, 4111)
3396	(1, 35546)
2762	(3, 4031)
3396	(1, 35055)
3396	(2, 13115)
2762	(3, 4949)
2762	(2, 13415)
2762	(1, 43148)
3396	(1, 13918)
3396	(1, 53742)
144	(2, 16290)
3396	(1, 27295)
3396	(5, 49289)
2762	(1, 17271)
3396	(1, 30998)
3396	(1, 33935)
3396	(3, 55880)
3396	(3, 4282)
2762	(3, 56337)
3396	(3, 4304)
3396	(5, 49260)
144	(5, 49112)
2762	(1, 11533)
3396	(1, 7248)
3396	(1, 20728)
3396	(0, 21951)
3396	(5, 50048)
2762	(1, 45145)
3396	(3, 4155)
2762	(2, 13926)
144	(1, 45499)
3396	(1, 39023)
3396	(1, 43369)
3396	(1, 39994)
3396	(3, 4050)
3396	(1, 8230)
2762	(3, 56335)
3396	(3, 4759)
2762	(2, 14848)
3396	(0, 35546)
3396	(2, 16323)
2762	(19, 8513)
3396	(1, 6877)
144	(5, 48768)
2762	(1, 34654)
3396	(1, 33589)
3396	(1, 45312)
3396	(1, 22274)
3396	(2, 13974)
3396	(3, 4283)
3396	(1, 12594)
144	(5, 48733)
3396	(1, 47794)
2762	(1, 32639)
3396	(10, 9359)
2762	(1, 11416)
2762	(1, 14703)
144	(5, 49274)
3396	(1, 29265)
3396	(0, 9520)
2762	(3, 5500)
3396	(1, 47792)
3396	(1, 12334)
144	(5, 49510)
3396	(3, 5860)
3396	(1, 18311)
144	(1, 38923)
2762	(1, 15814)
144	(1, 13978)
3396	(1, 48043)
3396	(1, 44082)
2762	(1, 37015)
2762	(21, 56315)
3396	(5, 49071)
3396	(1, 45173)
3396	(1, 48638)
2762	(2, 16344)
3396	(1, 9346)
2762	(1, 45460)
2762	(2, 15073)
2762	(3, 3999)
2762	(1, 13593)
2762	(1, 42192)
3396	(1, 27042)
3396	(1, 46784)
3396	(1, 7273)
3396	(1, 28775)
3396	(3, 4503)
144	(2, 14804)
3396	(1, 6977)
2762	(3, 4972)
3396	(1, 12158)
2762	(1, 47098)
2762	(3, 4111)
3396	(1, 29566)
2762	(1, 13387)
3396	(1, 40678)
3396	(2, 14622)
2762	(1, 17532)
2762	(1, 11780)
3396	(2, 17724)
3396	(3, 5877)
2762	(16, 10028)
144	(1, 9215)
2762	(1, 13918)
3396	(2, 17302)
3396	(1, 13117)
3396	(1, 26725)
2762	(5, 49289)
3396	(2, 14248)
3396	(3, 4820)
3396	(5, 49925)
3396	(1, 35530)
2762	(1, 48341)
2762	(3, 5293)
3396	(1, 29264)
2762	(2, 14032)
2762	(7, 35378)
2762	(1, 30478)
3396	(1, 9918)
2762	(20, 48341)
3396	(1, 12307)
2762	(1, 35378)
3396	(1, 53483)
3396	(18, 30413)
2762	(1, 39753)
3396	(1, 48362)
3396	(1, 10631)
3396	(2, 13045)
3396	(1, 45188)
3396	(1, 43181)
144	(1, 6064)
3396	(1, 41979)
2762	(1, 8308)
3396	(0, 20728)
2762	(3, 4536)
3396	(1, 45583)
3396	(1, 31673)
144	(4, 22821)
3396	(1, 10497)
3396	(0, 43369)
3396	(0, 39994)
3396	(3, 5935)
3396	(5, 49760)
3396	(1, 36884)
3396	(5, 49847)
2762	(3, 5546)
3396	(1, 29765)
3396	(3, 4807)
3396	(2, 16684)
2762	(5, 49536)
3396	(1, 11148)
3396	(1, 21777)
2762	(16, 28715)
3396	(1, 54316)
2762	(2, 13416)
3396	(3, 55879)
3396	(1, 38584)
2762	(0, 39753)
3396	(1, 34883)
3396	(0, 12594)
3396	(5, 49477)
3396	(2, 17855)
2762	(1, 14977)
3396	(3, 5453)
3396	(1, 7794)
2762	(5, 49439)
3396	(1, 16250)
3396	(1, 14292)
3396	(1, 43298)
3396	(1, 36714)
144	(1, 14733)
3396	(1, 6112)
2762	(2, 13592)
3396	(3, 4101)
3396	(3, 5944)
2762	(1, 1721)
2762	(1, 13966)
144	(2, 17793)
2762	(1, 7273)
2762	(1, 17511)
2762	(3, 55880)
2762	(1, 16996)
3396	(0, 48638)
2762	(3, 5525)
3396	(1, 34486)
2762	(5, 49260)
144	(2, 13524)
144	(5, 49514)
3396	(2, 13022)
2762	(5, 50048)
2762	(3, 4155)
2762	(1, 7252)
2762	(3, 4050)
3396	(1, 9359)
2762	(1, 41970)
3396	(3, 5679)
2762	(2, 16704)
144	(21, 56315)
3396	(0, 40678)
3396	(3, 4968)
2762	(1, 52564)
3396	(0, 36714)
3396	(1, 19488)
2762	(2, 16705)
2762	(2, 15507)
3396	(1, 32865)
2762	(1, 15720)
3396	(1, 6635)
144	(7, 22821)
3396	(1, 52174)
3396	(2, 14732)
2762	(1, 24894)
3396	(3, 56308)
3396	(1, 16247)
144	(1, 13522)
3396	(5, 50104)
2762	(3, 4585)
144	(1, 22821)
3396	(1, 18324)
2762	(1, 51017)
2762	(1, 48013)
2762	(1, 14018)
3396	(2, 15799)
2762	(1, 36003)
2762	(1, 11731)
144	(2, 13936)
3396	(1, 16458)
2762	(2, 14976)
3396	(1, 47795)
3396	(1, 12623)
3396	(1, 13043)
2762	(3, 5935)
144	(5, 49068)
2762	(3, 4419)
2762	(5, 49760)
144	(1, 13918)
2762	(3, 4807)
144	(1, 43847)
3396	(2, 13051)
144	(2, 13419)
3396	(1, 46717)
144	(5, 49289)
3052	(1, 38871)
531	(1, 16056)
1201	(1, 9893)
2919	(2, 17320)
3052	(6, 57257)
1201	(1, 50704)
2919	(15, 21024)
531	(22, 41622)
2890	(1, 46626)
2919	(1, 38535)
466	(2, 17032)
3052	(4, 45345)
3052	(1, 11163)
531	(3, 5935)
2919	(3, 56337)
531	(14, 54453)
1201	(1, 19049)
1201	(1, 34943)
3052	(23, 45345)
2919	(1, 54443)
531	(5, 49704)
466	(1, 53439)
1201	(1, 8920)
1201	(1, 53010)
1201	(1, 52562)
3052	(1, 14385)
1201	(12, 52571)
3052	(3, 4123)
1201	(1, 43024)
466	(11, 10068)
2919	(5, 50104)
3052	(18, 32917)
2890	(0, 26456)
1201	(1, 27657)
1201	(3, 5944)
531	(3, 55879)
466	(3, 4091)
3052	(1, 34686)
466	(3, 5937)
1201	(2, 16063)
2890	(15, 20933)
531	(2, 13825)
3052	(11, 28997)
2890	(0, 29388)
1201	(1, 16650)
2890	(3, 5851)
1201	(1, 24684)
2890	(3, 5509)
2890	(1, 28741)
2919	(1, 33255)
2919	(1, 40233)
2919	(3, 56335)
3052	(1, 7665)
531	(5, 49974)
2890	(1, 36225)
2919	(1, 29660)
2919	(1, 14841)
531	(24, 41622)
2890	(3, 4149)
3052	(3, 4149)
2890	(1, 16435)
2919	(1, 38957)
2890	(5, 48912)
3052	(1, 50205)
1201	(1, 47442)
1201	(1, 43195)
531	(25, 12621)
3052	(21, 56315)
1201	(1, 54902)
1201	(1, 51352)
2919	(2, 15999)
2919	(1, 6796)
1201	(1, 42376)
1201	(1, 51760)
2919	(1, 36835)
1201	(1, 42014)
531	(23, 52470)
3052	(1, 15859)
531	(3, 4101)
531	(1, 51551)
466	(1, 15449)
1201	(1, 28278)
531	(3, 5944)
2919	(5, 48873)
1201	(1, 50629)
1201	(1, 8935)
2890	(3, 4618)
2890	(1, 45698)
2890	(1, 45460)
2919	(1, 9885)
1201	(1, 39715)
2919	(1, 15569)
1201	(2, 15926)
1201	(1, 43392)
531	(1, 54376)
1201	(2, 17336)
466	(1, 1090)
2890	(2, 13358)
466	(2, 15065)
531	(1, 8092)
1201	(1, 54278)
3052	(2, 14990)
2890	(2, 14726)
531	(1, 15173)
3052	(1, 23003)
1201	(1, 34839)
1201	(1, 36403)
531	(2, 16264)
2890	(16, 53977)
2890	(2, 17915)
531	(1, 31032)
466	(3, 55927)
466	(5, 49832)
1201	(3, 56308)
2890	(1, 13918)
3052	(2, 14724)
1201	(1, 33090)
2919	(1, 16770)
2890	(5, 49001)
3052	(1, 14775)
2890	(5, 49289)
3052	(5, 49289)
1201	(1, 10625)
2890	(1, 13984)
1201	(1, 8252)
1201	(1, 44126)
2919	(1, 13231)
2919	(5, 48680)
3052	(5, 49673)
466	(18, 31119)
3052	(1, 14417)
531	(1, 51314)
2919	(3, 3999)
2919	(1, 17815)
466	(1, 46948)
1201	(0, 34790)
2919	(1, 6215)
1201	(1, 26747)
1201	(1, 2951)
2890	(1, 40607)
3052	(1, 13984)
2890	(2, 17980)
3052	(1, 11955)
531	(5, 49112)
1201	(1, 54813)
466	(1, 37367)
1201	(1, 43026)
2919	(1, 14917)
3052	(1, 26450)
1201	(5, 49817)
531	(1, 36886)
2919	(1, 53368)
2919	(3, 4334)
3052	(10, 34295)
3052	(5, 49260)
3052	(1, 17651)
2890	(1, 2976)
531	(1, 52377)
1201	(1, 52225)
2890	(1, 6273)
2890	(1, 44741)
3052	(3, 4366)
2890	(1, 7953)
2919	(3, 4111)
3052	(3, 4501)
2890	(1, 22165)
2919	(1, 34208)
2919	(1, 6948)
466	(3, 5761)
3052	(1, 39780)
2890	(1, 12182)
2890	(1, 37107)
531	(1, 13390)
531	(3, 5124)
531	(3, 56308)
2919	(1, 36916)
2890	(1, 23745)
3052	(1, 31407)
1201	(1, 16564)
466	(2, 13997)
2890	(3, 4123)
1201	(1, 17915)
3052	(1, 16706)
531	(1, 55680)
3052	(3, 4183)
1201	(5, 48950)
466	(3, 56337)
466	(1, 2404)
531	(5, 48768)
2919	(3, 5451)
1201	(2, 12998)
3052	(1, 45345)
2919	(1, 9544)
2890	(1, 30546)
3052	(0, 10370)
3052	(1, 53963)
531	(0, 8502)
2890	(1, 55068)
2919	(3, 55880)
2890	(1, 37158)
1201	(0, 7813)
3052	(1, 44818)
3052	(3, 4540)
531	(1, 16554)
531	(5, 50046)
1201	(1, 42150)
466	(1, 31783)
2890	(2, 14035)
1201	(1, 42151)
3052	(2, 16415)
2919	(1, 16127)
2890	(2, 15355)
2919	(1, 14704)
466	(1, 16942)
2919	(1, 55394)
3052	(0, 11955)
2890	(2, 13875)
2919	(1, 14151)
531	(1, 34248)
466	(3, 56335)
466	(20, 31783)
3052	(2, 14552)
2919	(1, 52225)
2919	(3, 4155)
531	(1, 19139)
531	(4, 52470)
2919	(1, 39290)
1201	(6, 56542)
531	(2, 15280)
1201	(1, 6753)
2919	(3, 4050)
1201	(1, 25044)
2890	(1, 45977)
1201	(1, 53558)
2919	(1, 27047)
466	(1, 40381)
3052	(1, 54455)
1201	(1, 3681)
2919	(1, 29659)
2890	(1, 13593)
1201	(1, 34942)
531	(1, 52470)
1201	(1, 25078)
1201	(1, 46253)
2919	(1, 54509)
466	(1, 13491)
531	(1, 43148)
1201	(5, 48918)
3052	(1, 27076)
466	(2, 15894)
2919	(1, 34239)
2890	(10, 54443)
3052	(1, 13593)
2919	(1, 28918)
2890	(1, 44082)
3052	(1, 1639)
1201	(15, 35230)
2890	(11, 12661)
1201	(1, 12997)
2890	(0, 30546)
3052	(1, 44082)
531	(1, 14950)
3052	(1, 44928)
531	(3, 4676)
2919	(1, 13233)
3052	(0, 44818)
2919	(1, 44576)
1201	(5, 50084)
2890	(2, 13592)
531	(3, 3990)
3052	(3, 4518)
3052	(1, 26279)
2890	(1, 26995)
3052	(1, 10370)
531	(1, 29935)
466	(1, 14001)
2919	(1, 6213)
3052	(0, 34233)
3052	(1, 11092)
531	(1, 16418)
1201	(5, 49810)
2919	(2, 15698)
2890	(1, 22565)
3052	(2, 16160)
1201	(1, 17082)
531	(1, 18710)
3052	(1, 30609)
2890	(1, 15066)
1201	(1, 55436)
2890	(1, 46991)
1201	(1, 23609)
3052	(1, 13918)
1201	(1, 38898)
466	(21, 56315)
3052	(1, 53090)
2919	(0, 39290)
2919	(2, 16655)
2890	(3, 5887)
2919	(1, 9539)
2890	(1, 2997)
1201	(5, 50038)
531	(3, 4125)
1201	(1, 50879)
1201	(2, 17933)
2919	(17, 25039)
1201	(1, 42602)
3052	(1, 6352)
2919	(1, 35030)
2919	(15, 41109)
2890	(1, 16963)
2890	(5, 49260)
531	(1, 35019)
2919	(1, 39881)
1201	(1, 52515)
1201	(1, 38997)
3052	(2, 17958)
466	(1, 45460)
2919	(1, 24641)
2890	(2, 15903)
1201	(26, 50382)
466	(3, 3999)
2919	(0, 34239)
1201	(1, 55531)
3052	(2, 14622)
2890	(1, 42933)
2890	(2, 13587)
2890	(5, 50048)
1201	(1, 43239)
3052	(2, 13587)
3052	(3, 5723)
531	(1, 11761)
2919	(1, 17682)
466	(5, 49122)
531	(1, 14273)
1201	(1, 21899)
3052	(1, 54959)
531	(1, 14280)
1201	(5, 48647)
1201	(1, 12568)
2919	(1, 11370)
2890	(1, 21258)
2890	(2, 14755)
3052	(1, 26966)
2890	(3, 4183)
3052	(1, 29670)
1201	(1, 39217)
466	(3, 4396)
466	(1, 11573)
466	(3, 4111)
466	(5, 50028)
1201	(1, 44377)
2890	(1, 10677)
1201	(1, 35984)
1201	(1, 19635)
2890	(2, 14130)
3052	(2, 16704)
466	(1, 40434)
3052	(1, 1704)
2919	(1, 53367)
531	(2, 13898)
2890	(1, 16567)
2919	(2, 14957)
1201	(1, 52218)
2919	(1, 53456)
1201	(1, 17337)
466	(1, 13918)
3052	(1, 23952)
3052	(1, 13340)
3052	(1, 13417)
3052	(1, 50475)
1201	(1, 24310)
2919	(19, 55111)
466	(5, 49289)
3052	(1, 34233)
3052	(1, 12363)
3052	(2, 17410)
2890	(0, 46991)
3052	(1, 12097)
1201	(1, 36892)
531	(15, 12621)
531	(1, 55545)
3052	(1, 23856)
3052	(2, 17659)
3052	(2, 13974)
531	(3, 4149)
466	(1, 41921)
2890	(1, 15065)
2890	(2, 17959)
531	(18, 7542)
1201	(1, 18309)
3052	(1, 41460)
2919	(1, 53376)
531	(5, 48912)
1201	(5, 48871)
2890	(1, 19210)
2919	(1, 43239)
531	(5, 48786)
531	(5, 49129)
1201	(5, 49601)
466	(1, 44741)
2890	(2, 14141)
3052	(1, 8960)
3052	(1, 8115)
531	(1, 13495)
3052	(1, 30828)
531	(22, 53368)
2919	(1, 6940)
2890	(1, 13827)
466	(3, 4155)
531	(1, 32619)
1201	(1, 23004)
1201	(1, 9145)
2919	(1, 44377)
3052	(1, 10985)
1201	(1, 27183)
1201	(2, 17757)
531	(27, 8502)
3052	(1, 13425)
3052	(3, 4091)
2919	(24, 9527)
2890	(1, 12192)
2890	(3, 5937)
2919	(1, 47879)
2890	(1, 29862)
3052	(3, 5937)
2890	(1, 46942)
1201	(1, 16323)
531	(1, 18140)
2890	(1, 32275)
3052	(5, 49760)
1201	(1, 39889)
2919	(1, 18684)
1201	(1, 35732)
2919	(1, 10601)
466	(1, 50279)
3052	(1, 9623)
2890	(14, 54443)
2890	(2, 14850)
1201	(1, 7831)
1201	(1, 1209)
531	(1, 9648)
2919	(5, 49629)
1201	(1, 52571)
531	(1, 55235)
1201	(1, 55528)
1201	(1, 19264)
466	(3, 4536)
2890	(1, 25374)
531	(1, 25519)
2919	(2, 17319)
2919	(1, 14622)
3052	(1, 44536)
1201	(1, 33719)
1201	(20, 52571)
2890	(3, 4606)
3052	(2, 15948)
466	(1, 16391)
3052	(5, 49042)
531	(24, 53368)
2890	(1, 14156)
1201	(1, 28035)
2890	(1, 13928)
3052	(3, 4534)
531	(1, 53742)
2890	(5, 49477)
1201	(1, 39663)
3052	(5, 49477)
3052	(2, 16322)
466	(1, 31119)
531	(3, 5688)
3052	(5, 49393)
466	(3, 5245)
1201	(1, 34572)
1201	(1, 14580)
2919	(1, 44191)
2890	(1, 14038)
1201	(23, 7787)
531	(2, 17980)
531	(28, 8317)
1201	(10, 53363)
2919	(3, 4619)
2919	(3, 5935)
1201	(1, 9474)
2890	(2, 15070)
3052	(1, 21920)
3052	(1, 16683)
2890	(1, 10992)
2919	(15, 18883)
2919	(5, 49704)
2919	(1, 53734)
2919	(2, 17913)
1201	(1, 8878)
2919	(3, 4807)
2890	(2, 14622)
1201	(1, 19236)
466	(1, 53666)
531	(0, 32619)
2919	(1, 9534)
2919	(2, 16267)
1201	(1, 43700)
2890	(2, 14143)
2890	(2, 16584)
3052	(1, 13379)
466	(1, 29863)
2890	(1, 29864)
1201	(1, 27906)
2919	(1, 6690)
466	(1, 44082)
2919	(3, 55879)
1201	(1, 42079)
3052	(7, 32917)
1201	(2, 17630)
3052	(1, 47473)
2890	(18, 20933)
531	(1, 14288)
3052	(3, 55927)
531	(8, 55680)
531	(3, 4123)
3052	(1, 32917)
1201	(1, 11245)
466	(1, 1208)
1201	(2, 16995)
3052	(1, 42857)
1201	(15, 45705)
1201	(1, 23267)
2919	(1, 30313)
2919	(1, 6216)
2919	(4, 27811)
2919	(1, 6214)
2919	(1, 14141)
531	(5, 48924)
3052	(5, 49537)
1201	(1, 52917)
2890	(16, 9440)
2919	(1, 18601)
1201	(1, 32171)
2890	(3, 4031)
2919	(23, 27811)
531	(5, 48697)
3052	(3, 4031)
3052	(1, 30687)
466	(3, 55880)
1201	(1, 13811)
2919	(3, 4101)
3052	(2, 17218)
2919	(3, 5944)
531	(1, 52234)
531	(1, 54136)
3052	(1, 41456)
3052	(1, 29967)
531	(21, 56315)
2919	(5, 49510)
3052	(2, 17957)
466	(5, 49260)
2890	(1, 31143)
2890	(1, 32549)
466	(5, 50048)
466	(0, 53666)
1201	(1, 55116)
2890	(2, 16269)
2919	(1, 6943)
2890	(1, 54443)
1201	(1, 48314)
1201	(1, 19237)
2890	(1, 28298)
2890	(3, 4091)
3052	(3, 56337)
531	(10, 54453)
1201	(1, 46898)
1201	(1, 7811)
466	(3, 4050)
2890	(5, 49760)
466	(0, 11573)
3052	(3, 4532)
1201	(5, 49704)
3052	(1, 18074)
2919	(1, 10366)
3052	(20, 43907)
1201	(0, 35984)
466	(1, 37782)
3052	(1, 40064)
2890	(1, 6274)
1201	(1, 28267)
531	(23, 25775)
1201	(1, 23334)
3052	(1, 53962)
3052	(1, 30745)
3052	(2, 13834)
466	(1, 54274)
3052	(0, 30687)
2919	(1, 6946)
2919	(1, 25810)
3052	(3, 56335)
466	(1, 27742)
1201	(2, 15620)
1201	(1, 16714)
3052	(1, 19193)
466	(7, 31119)
2919	(5, 49112)
531	(1, 13918)
466	(1, 37705)
1201	(1, 45704)
1201	(1, 44228)
2890	(1, 16284)
2890	(1, 13358)
466	(1, 15065)
2890	(14, 43585)
2890	(1, 14726)
2919	(18, 41109)
531	(5, 49289)
3052	(1, 180)
3052	(1, 11846)
2890	(1, 53977)
2919	(3, 5627)
2919	(1, 6950)
2890	(0, 19210)
531	(22, 53376)
3052	(1, 30743)
2890	(1, 14137)
1201	(1, 23587)
2919	(5, 49560)
3052	(1, 30682)
531	(3, 5887)
3052	(1, 34295)
531	(1, 41622)
2919	(3, 56308)
3052	(2, 15278)
3052	(1, 46717)
531	(2, 13872)
